undebiased,debiased
0.9060525894165039,0.8977631330490112
0.9052631258964539,0.8993420600891113
0.9067105054855347,0.883421003818512
0.9064473509788513,0.8978946805000305
0.9052631258964539,0.899210512638092
0.906184196472168,0.8997368216514587
0.9055262804031372,0.8999999761581421
0.9059209823608398,0.8986841440200806
0.906184196472168,0.9009209871292114
0.9060525894165039,0.8948683738708496
0.9063157439231873,0.8994736671447754
0.9064473509788513,0.8964473009109497
0.9067105054855347,0.899868369102478
0.906973659992218,0.8996052145957947
0.9053946733474731,0.8978946805000305
0.906842052936554,0.8973683714866638
0.9059209823608398,0.9001315236091614
0.9060525894165039,0.8996052145957947
0.906184196472168,0.894473671913147
0.906842052936554,0.8956578373908997
0.9053946733474731,0.8968420624732971
0.9053946733474731,0.8982894420623779
0.9052631258964539,0.8924999833106995
0.9060525894165039,0.8974999785423279
0.9059209823608398,0.8989472985267639
0.9073683619499207,0.8993420600891113
0.9060525894165039,0.8996052145957947
0.9055262804031372,0.8984209895133972
0.9057894349098206,0.8994736671447754
0.906973659992218,0.8956578373908997
0.906184196472168,0.8972368240356445
0.9059209823608398,0.8877631425857544
0.9056578278541565,0.8960525989532471
0.9072368144989014,0.899210512638092
0.9059209823608398,0.8985525965690613
0.9063157439231873,0.8985525965690613
0.9071052074432373,0.8978946805000305
0.9057894349098206,0.895920991897583
0.9056578278541565,0.8994736671447754
0.906184196472168,0.8996052145957947
0.9057894349098206,0.899078905582428
0.9064473509788513,0.899210512638092
0.9048683643341064,0.8973683714866638
0.9055262804031372,0.8960525989532471
0.906842052936554,0.8994736671447754
0.9051315188407898,0.8980262875556946
0.906973659992218,0.8996052145957947
0.9055262804031372,0.8989472985267639
0.9071052074432373,0.9001315236091614
0.9047368168830872,0.8972368240356445
0.9063157439231873,0.8974999785423279
0.9063157439231873,0.9001315236091614
0.9057894349098206,0.8999999761581421
0.9063157439231873,0.8972368240356445
0.9063157439231873,0.9001315236091614
0.9063157439231873,0.8973683714866638
0.9053946733474731,0.8986841440200806
0.9063157439231873,0.8996052145957947
0.9063157439231873,0.8974999785423279
0.9057894349098206,0.8997368216514587
0.9047368168830872,0.8949999809265137
0.9052631258964539,0.8989472985267639
0.906973659992218,0.8996052145957947
0.9056578278541565,0.8965789079666138
0.9059209823608398,0.9002631306648254
0.9056578278541565,0.8996052145957947
0.9063157439231873,0.8982894420623779
0.9059209823608398,0.899210512638092
0.906184196472168,0.8977631330490112
0.9055262804031372,0.9001315236091614
0.9053946733474731,0.8993420600891113
0.9056578278541565,0.8988157510757446
0.906842052936554,0.8989472985267639
0.9064473509788513,0.8986841440200806
0.906842052936554,0.899210512638092
0.9065788984298706,0.8997368216514587
0.9063157439231873,0.8993420600891113
0.9059209823608398,0.8981578350067139
0.9055262804031372,0.8981578350067139
0.9067105054855347,0.8994736671447754
0.9057894349098206,0.8986841440200806
0.9055262804031372,0.8989472985267639
0.9060525894165039,0.8996052145957947
0.906973659992218,0.8994736671447754
0.906973659992218,0.8993420600891113
0.9051315188407898,0.8994736671447754
0.9059209823608398,0.8984209895133972
0.906184196472168,0.8993420600891113
0.9057894349098206,0.8935526013374329
0.9063157439231873,0.8996052145957947
0.9067105054855347,0.8974999785423279
0.9063157439231873,0.8986841440200806
0.9056578278541565,0.8967105150222778
0.9055262804031372,0.8974999785423279
0.906973659992218,0.8997368216514587
0.9057894349098206,0.8980262875556946
0.9071052074432373,0.8996052145957947
0.9046052098274231,0.8982894420623779
0.9051315188407898,0.8989472985267639
0.9056578278541565,0.895131528377533
