undebiased,debiased
0.9681714177131653,0.9597856998443604
0.9683714509010315,0.9608571529388428
0.968671441078186,0.9576571583747864
0.9695143103599548,0.9621000289916992
0.9681285619735718,0.9609571695327759
0.9688714146614075,0.9595000147819519
0.9686428308486938,0.9595428705215454
0.9689428806304932,0.9593285918235779
0.9685142636299133,0.9590714573860168
0.9689428806304932,0.9621142745018005
0.9695143103599548,0.9606142640113831
0.9686428308486938,0.9604714512825012
0.9687714576721191,0.9604142904281616
0.9684857130050659,0.9611428380012512
0.9679856896400452,0.9590142965316772
0.9695428609848022,0.9616285562515259
0.9687714576721191,0.9620142579078674
0.968914270401001,0.960185706615448
0.9687142968177795,0.9594571590423584
0.9683856964111328,0.9591571688652039
0.968828558921814,0.9615142941474915
0.968157172203064,0.961899995803833
0.9677000045776367,0.9576285481452942
0.9685714244842529,0.9594714045524597
0.9689714312553406,0.9591285586357117
0.9685428738594055,0.9572142958641052
0.9681000113487244,0.9578142762184143
0.9677714109420776,0.9589714407920837
0.9695000052452087,0.9591714143753052
0.9692000150680542,0.9612571597099304
0.9693285822868347,0.9591285586357117
0.9695285558700562,0.9616285562515259
0.9679428339004517,0.9609285593032837
0.9694714546203613,0.9593999981880188
0.9697856903076172,0.9617999792098999
0.9685571193695068,0.9598000049591064
0.9689285755157471,0.9591143131256104
0.969085693359375,0.9595714211463928
0.9693000316619873,0.9629714488983154
0.9688000082969666,0.9591143131256104
0.9692714214324951,0.9609428644180298
0.9688857197761536,0.9611142873764038
0.9685571193695068,0.9618285894393921
0.9677000045776367,0.958728551864624
0.9688000082969666,0.9612285494804382
0.9687714576721191,0.9608286023139954
0.9684571623802185,0.9599571228027344
0.9681000113487244,0.9589857459068298
0.9690571427345276,0.9608857035636902
0.9689000248908997,0.9587571620941162
0.9694285988807678,0.9617714285850525
0.9696285724639893,0.9613428711891174
0.9689000248908997,0.9610857367515564
0.968585729598999,0.9608571529388428
0.9681000113487244,0.9614571332931519
0.968999981880188,0.9609285593032837
0.9691857099533081,0.9600285887718201
0.968999981880188,0.9621857404708862
0.9696999788284302,0.9612143039703369
0.9687857031822205,0.958814263343811
0.9699000120162964,0.9600714445114136
0.9699000120162964,0.960528552532196
0.9681143164634705,0.9598000049591064
0.9693428874015808,0.9591857194900513
0.9684285521507263,0.9601428508758545
0.9688428640365601,0.958728551864624
0.9690428376197815,0.9602857232093811
0.9689285755157471,0.961557149887085
0.9694428443908691,0.9614999890327454
0.968500018119812,0.9606571197509766
0.9687714576721191,0.9602857232093811
0.9690428376197815,0.958899974822998
0.9679714441299438,0.9595428705215454
0.9689000248908997,0.959600031375885
0.9689428806304932,0.9603000283241272
0.9691857099533081,0.960357129573822
0.9693428874015808,0.9613857269287109
0.9680142998695374,0.9581999778747559
0.968671441078186,0.9591428637504578
0.9676285982131958,0.9599999785423279
0.9684571623802185,0.9614285826683044
0.9688571691513062,0.9621142745018005
0.969171404838562,0.962071418762207
0.9697142839431763,0.9617571234703064
0.9685142636299133,0.9595142602920532
0.9699000120162964,0.9601285457611084
0.9681143164634705,0.9585285782814026
0.9686142802238464,0.9591857194900513
0.9686428308486938,0.9588000178337097
0.9683571457862854,0.9599714279174805
0.9692857265472412,0.9611428380012512
0.9690571427345276,0.959857165813446
0.9686999917030334,0.9609428644180298
0.9679999947547913,0.9589428305625916
0.9690285921096802,0.959685742855072
0.969171404838562,0.9605714082717896
0.9683142900466919,0.9588000178337097
0.9682142734527588,0.958228588104248
0.968757152557373,0.9573000073432922
0.9682142734527588,0.9608286023139954
